8355	0.870226539	0.032565365	0.853601292	0.032565365	0.364275758	0.179774117
8355	0.812393644	0.064879166	0.776514118	0.064879166	0.426792254	0.22702937
8355	0.997975046	0.001850391	0.997431402	0.001850391	0.436573057	0.154858808
126282	0.751338143	0.07876928	0.702156525	0.07876928	0.144577496	0.290279
92736	0.987566465	-0.003987144	0.985718386	-0.003987144	0.959577107	0.014139248
284099	0.697844243	0.07927622	0.681659989	0.07927622	0.512012883	0.140696448
340307	0.768182572	0.05984741	0.74885908	0.05984741	0.314332198	0.236134872
8263	0.940855771	0.013590973	0.930362286	0.013590973	0.193389825	0.205250864
285501	0.950220346	-0.014608666	0.94090177	-0.014608666	0.474129761	0.135725333
344658	0.901477961	-0.026740248	0.892206651	-0.026740248	0.294871229	0.186947612
645432	0.303912632	0.156759043	0.275956559	0.156759043	0.131589386	0.30585328
1082	0.357445183	0.120537233	0.309114171	0.120537233	0.086307446	0.257948666
127254	0.922602431	0.027979807	0.905068468	0.027979807	0.438002733	0.1730363
55199	0.212548426	-0.185846086	0.160824906	-0.185846086	0.990293107	-0.002729111
55199	0.223925039	-0.228261185	0.149981143	-0.228261185	0.776383509	-0.054954229
8346	0.988922649	0.003252247	0.986503881	0.003252247	0.356816906	0.127504161
8367	0.278248199	0.201405236	0.269185905	0.201405236	0.113986527	0.344847152
8331	0.980542518	-0.005277182	0.97724966	-0.005277182	0.324609103	0.132947707
8343	0.642466052	0.076663177	0.608871825	0.076663177	0.387308035	0.136385501
388125	0.653377706	0.107364173	0.614704609	0.107364173	0.371952371	0.216561302
8344	0.101244805	-0.25731878	0.08798637	-0.25731878	0.484462379	-0.102492825
8350	0.480318963	-0.103008464	0.413135899	-0.103008464	0.826403067	0.034423693
9545	0.761586285	0.129825728	0.740366876	0.129825728	0.320451119	0.353595191
255762	0.971199314	0.007771274	0.966315033	0.007771274	0.306969694	0.160205937
59283	0.946979211	0.013922684	0.938564304	0.013922684	0.376477185	0.148768837
22880	0.830588398	0.042314847	0.792184539	0.042314847	0.293977034	0.168684334
8341	0.313878045	-0.172753659	0.263226011	-0.172753659	0.960905258	-0.008879445
2854	0.689000081	-0.072437156	0.636387057	-0.072437156	0.53416147	0.122479121
56101	0.086260781	0.36696733	0.049300912	0.36696733	0.049829947	0.496841967
162966	0.283052899	0.158543306	0.245194344	0.158543306	0.085795119	0.340234885
337967	0.830192724	0.040998908	0.80839194	0.040998908	0.529409703	0.134640396
