8355	0.030526202	0.401478182	0.023690189	0.401478182	0.207538731	0.237090829
8355	0.009521863	0.404090825	0.006465766	0.404090825	0.172608391	0.158990379
8355	0.031919259	0.3395185	0.026457202	0.3395185	0.488282561	0.098604618
126282	0.149146223	-0.200937757	0.138227276	-0.200937757	0.109876169	-0.282800163
92736	0.913997157	-0.013946402	0.901535372	-0.013946402	0.107648367	-0.20792402
284099	0.915095498	-0.019548462	0.911005216	-0.019548462	0.398126815	-0.1230809
340307	0.02332336	0.618854279	0.020569983	0.618854279	0.116210726	0.368817536
8263	0.521295169	-0.083977629	0.503780764	-0.083977629	0.041506224	-0.258569211
285501	0.407807926	0.08033128	0.371388947	0.08033128	0.612962566	0.047268616
344658	0.801488392	-0.030508095	0.770781102	-0.030508095	0.332438924	-0.091488965
645432	0.429036143	0.08483578	0.383081781	0.08483578	0.726133274	-0.033941356
1082	0.019739444	0.305062423	0.015446953	0.305062423	0.49526708	0.064055408
127254	0.00700717	0.416236571	0.005586344	0.416236571	0.078205379	0.278199743
55199	0.908886048	0.013461754	0.901084865	0.013461754	0.267644754	-0.121554485
55199	0.383861213	-0.115560685	0.374531237	-0.115560685	0.138973821	-0.243738142
8346	0.304012932	-0.111363134	0.25392266	-0.111363134	0.785752178	-0.031839255
8367	0.000102414	2.923431652	8.56e-05	2.923431652	5.03e-05	2.696917629
8331	0.058054126	0.656826086	0.063868975	0.656826086	0.00794082	0.644060368
8343	0.01346381	0.605957902	0.014090252	0.605957902	0.027782692	0.454010354
388125	0.741990911	0.048277763	0.727284491	0.048277763	0.299134727	0.112942534
8344	0.004113488	0.468602011	0.003149369	0.468602011	0.036203069	0.242608059
8350	0.001884391	0.59020697	0.001443255	0.59020697	0.003071292	0.45865449
9545	0.305970532	-0.107455182	0.280274831	-0.107455182	0.083602687	-0.187613868
255762	0.167292544	0.236684359	0.117503195	0.236684359	0.176895761	0.192867861
59283	0.079933133	-0.200031122	0.067258581	-0.200031122	0.021012568	-0.316787776
22880	0.000350985	-1.117432805	0.000264691	-1.117432805	0.000119985	-1.355766988
8341	0.000377021	1.960420838	0.000323416	1.960420838	0.000202818	1.738513503
2854	0.012489621	0.365301423	0.009768057	0.365301423	0.094809838	0.27941174
56101	0.015941809	0.541533355	0.013767605	0.541533355	0.046118986	0.350960058
162966	0.055934293	0.235258936	0.047838059	0.235258936	0.328193715	0.102573787
337967	0.092865483	0.192542979	0.080134279	0.192542979	0.880260126	0.016121808
